Kod,Gmina,Powiat,Wojewodztwo,Rok,Data,Dotacja
417032,Książki (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2009,2009-03-31,28238157
417032,Książki (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2010,2010-04-29,6274294
417032,Książki (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2011,2011-07-15,24273933
417032,Książki (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2012,2012-01-12,12203978
417032,Książki (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2013,2013-08-29,11191274
417032,Książki (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2014,2014-04-17,4125510
417032,Książki (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2015,2015-10-08,15224503
417032,Książki (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2016,2016-06-22,19261566
417032,Książki (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2017,2017-04-04,15366574
417032,Książki (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2018,2018-02-23,4329823
417032,Książki (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2019,2019-08-08,2786195
417032,Książki (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2020,2020-05-16,13430592
417032,Książki (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2021,2021-09-11,1221089
417032,Książki (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2022,2022-07-21,76940131
417022,Dębowa Łąka (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2004,2004-04-29,10468369
417022,Dębowa Łąka (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2005,2005-02-12,3273264
417022,Dębowa Łąka (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2006,2006-09-11,11896322
417022,Dębowa Łąka (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2007,2007-06-26,16571563
417022,Dębowa Łąka (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2008,2008-11-27,17407157
417022,Dębowa Łąka (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2009,2009-10-19,5129092
417022,Dębowa Łąka (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2010,2010-03-14,9699166
417022,Dębowa Łąka (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2011,2011-08-16,5757138
417022,Dębowa Łąka (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2012,2012-03-17,37067111
417022,Dębowa Łąka (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2013,2013-03-12,2138542
417022,Dębowa Łąka (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2014,2014-08-15,11620082
417022,Dębowa Łąka (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2015,2015-05-23,7187054
417022,Dębowa Łąka (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2016,2016-04-11,3943926
417022,Dębowa Łąka (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2017,2017-04-29,17672749
417022,Dębowa Łąka (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2018,2018-05-19,97876159
417022,Dębowa Łąka (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2019,2019-02-12,14127122
417022,Dębowa Łąka (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2020,2020-07-22,2016940
417022,Dębowa Łąka (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2021,2021-03-30,29431509
417022,Dębowa Łąka (2),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2022,2022-10-02,3647787
417011,Wąbrzeźno (1),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2004,2004-11-10,997875
417011,Wąbrzeźno (1),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2005,2005-03-17,9032153
417011,Wąbrzeźno (1),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2006,2006-07-17,4234027
417011,Wąbrzeźno (1),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2007,2007-04-21,7689653
417011,Wąbrzeźno (1),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2008,2008-07-16,866341
417011,Wąbrzeźno (1),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2009,2009-05-03,82562
417011,Wąbrzeźno (1),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2010,2010-02-21,861773
417011,Wąbrzeźno (1),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2011,2011-06-21,21977849
417011,Wąbrzeźno (1),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2012,2012-12-29,3730178
417011,Wąbrzeźno (1),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2013,2013-08-24,56853035
417011,Wąbrzeźno (1),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2014,2014-01-06,13501688
417011,Wąbrzeźno (1),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2015,2015-04-14,569755
417011,Wąbrzeźno (1),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2016,2016-05-09,69706409
417011,Wąbrzeźno (1),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2017,2017-02-02,3489700
417011,Wąbrzeźno (1),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2018,2018-10-25,16638282
417011,Wąbrzeźno (1),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2019,2019-07-24,4039998
417011,Wąbrzeźno (1),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2020,2020-09-26,12672965
417011,Wąbrzeźno (1),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2021,2021-07-03,1480676
417011,Wąbrzeźno (1),Powiat wąbrzeski,KUJAWSKO-POMORSKIE,2022,2022-02-25,5156319
416063,Tuchola (3),Powiat tucholski,KUJAWSKO-POMORSKIE,2004,2004-02-01,1874236
416063,Tuchola (3),Powiat tucholski,KUJAWSKO-POMORSKIE,2005,2005-09-14,217824
416063,Tuchola (3),Powiat tucholski,KUJAWSKO-POMORSKIE,2006,2006-12-10,419871
416063,Tuchola (3),Powiat tucholski,KUJAWSKO-POMORSKIE,2007,2007-05-23,21133618
416063,Tuchola (3),Powiat tucholski,KUJAWSKO-POMORSKIE,2008,2008-07-16,2224785
416063,Tuchola (3),Powiat tucholski,KUJAWSKO-POMORSKIE,2009,2009-12-04,5682919
416063,Tuchola (3),Powiat tucholski,KUJAWSKO-POMORSKIE,2010,2010-03-23,16688746
416063,Tuchola (3),Powiat tucholski,KUJAWSKO-POMORSKIE,2011,2011-09-23,13229517
416063,Tuchola (3),Powiat tucholski,KUJAWSKO-POMORSKIE,2012,2012-03-23,29536659
416063,Tuchola (3),Powiat tucholski,KUJAWSKO-POMORSKIE,2013,2013-01-20,13785743
416063,Tuchola (3),Powiat tucholski,KUJAWSKO-POMORSKIE,2014,2014-08-14,63961920
416063,Tuchola (3),Powiat tucholski,KUJAWSKO-POMORSKIE,2015,2015-04-15,21265718
416063,Tuchola (3),Powiat tucholski,KUJAWSKO-POMORSKIE,2016,2016-08-13,131856
416063,Tuchola (3),Powiat tucholski,KUJAWSKO-POMORSKIE,2017,2017-02-23,3587451
416063,Tuchola (3),Powiat tucholski,KUJAWSKO-POMORSKIE,2018,2018-09-19,134960483
416063,Tuchola (3),Powiat tucholski,KUJAWSKO-POMORSKIE,2019,2019-10-15,17342451
416063,Tuchola (3),Powiat tucholski,KUJAWSKO-POMORSKIE,2020,2020-07-26,3953107
416063,Tuchola (3),Powiat tucholski,KUJAWSKO-POMORSKIE,2021,2021-12-27,6217990
416063,Tuchola (3),Powiat tucholski,KUJAWSKO-POMORSKIE,2022,2022-03-09,2764538
416052,Śliwice (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2004,2004-08-20,4785277
416052,Śliwice (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2005,2005-08-23,507317
416052,Śliwice (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2006,2006-01-03,550745
416052,Śliwice (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2007,2007-11-05,25279
416052,Śliwice (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2008,2008-10-05,137092
416052,Śliwice (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2009,2009-07-22,3254344
416052,Śliwice (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2010,2010-05-21,3605242
416052,Śliwice (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2011,2011-03-13,3031795
416052,Śliwice (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2012,2012-02-23,18191500
416052,Śliwice (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2013,2013-11-21,10264793
416052,Śliwice (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2014,2014-02-08,2450285
416052,Śliwice (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2015,2015-12-30,2320998
416052,Śliwice (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2016,2016-10-26,19826232
416052,Śliwice (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2017,2017-06-13,10394254
416052,Śliwice (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2018,2018-10-12,727913
416052,Śliwice (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2019,2019-04-11,13313300
416052,Śliwice (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2020,2020-11-22,6420496
416052,Śliwice (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2021,2021-08-11,21183061
416052,Śliwice (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2022,2022-12-30,6945864
416042,Lubiewo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2004,2004-10-30,3388096
416042,Lubiewo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2005,2005-08-29,22304132
416042,Lubiewo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2006,2006-08-31,4283697
416042,Lubiewo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2007,2007-11-07,7425740
416042,Lubiewo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2008,2008-08-21,6016380
416042,Lubiewo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2009,2009-06-04,55300322
416042,Lubiewo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2010,2010-08-16,3021495
416042,Lubiewo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2011,2011-08-14,21993473
416042,Lubiewo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2012,2012-05-20,63012834
416042,Lubiewo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2013,2013-07-17,17558461
416042,Lubiewo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2014,2014-11-05,3059974
416042,Lubiewo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2015,2015-10-12,19396227
416042,Lubiewo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2016,2016-01-12,7355877
416042,Lubiewo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2017,2017-09-15,2835844
416042,Lubiewo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2018,2018-11-21,30870492
416042,Lubiewo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2019,2019-06-11,7419939
416042,Lubiewo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2020,2020-08-07,17359247
416042,Lubiewo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2021,2021-06-19,4927767
416042,Lubiewo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2022,2022-01-25,19495706
416032,Kęsowo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2004,2004-08-22,3743832
416032,Kęsowo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2005,2005-03-18,6748191
416032,Kęsowo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2006,2006-10-07,7316134
416032,Kęsowo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2007,2007-09-28,5935544
416032,Kęsowo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2008,2008-10-25,2909042
416032,Kęsowo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2009,2009-08-15,3298576
416032,Kęsowo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2010,2010-09-06,6145041
416032,Kęsowo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2011,2011-03-27,5737688
416032,Kęsowo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2012,2012-12-19,6259500
416032,Kęsowo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2013,2013-11-15,10005245
416032,Kęsowo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2014,2014-12-19,25640735
416032,Kęsowo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2015,2015-03-15,4451463
416032,Kęsowo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2016,2016-12-01,1671039
416032,Kęsowo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2017,2017-10-26,3401999
416032,Kęsowo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2018,2018-08-17,9095302
416032,Kęsowo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2019,2019-01-19,55154445
416032,Kęsowo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2020,2020-05-16,9787036
416032,Kęsowo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2021,2021-07-14,794598
416032,Kęsowo (2),Powiat tucholski,KUJAWSKO-POMORSKIE,2022,2022-04-20,2242286
1430032,Mirów (2),Powiat szydłowiecki,MAZOWIECKIE,2004,2004-01-24,9185918
1430032,Mirów (2),Powiat szydłowiecki,MAZOWIECKIE,2005,2005-08-10,612052
1430032,Mirów (2),Powiat szydłowiecki,MAZOWIECKIE,2006,2006-01-29,6688432
1430032,Mirów (2),Powiat szydłowiecki,MAZOWIECKIE,2007,2007-04-02,102518
1430032,Mirów (2),Powiat szydłowiecki,MAZOWIECKIE,2008,2008-11-07,1685659
1430032,Mirów (2),Powiat szydłowiecki,MAZOWIECKIE,2009,2009-01-04,15524331
1430032,Mirów (2),Powiat szydłowiecki,MAZOWIECKIE,2010,2010-02-01,8395661
1430032,Mirów (2),Powiat szydłowiecki,MAZOWIECKIE,2011,2011-02-18,573238
1430032,Mirów (2),Powiat szydłowiecki,MAZOWIECKIE,2012,2012-02-24,38055791
1430032,Mirów (2),Powiat szydłowiecki,MAZOWIECKIE,2013,2013-09-03,15807236
1430032,Mirów (2),Powiat szydłowiecki,MAZOWIECKIE,2014,2014-01-18,15414156
1430032,Mirów (2),Powiat szydłowiecki,MAZOWIECKIE,2015,2015-04-04,26467399
1430032,Mirów (2),Powiat szydłowiecki,MAZOWIECKIE,2016,2016-02-28,8040186
1430032,Mirów (2),Powiat szydłowiecki,MAZOWIECKIE,2017,2017-06-02,26556740
1430032,Mirów (2),Powiat szydłowiecki,MAZOWIECKIE,2018,2018-07-16,22749272
1430032,Mirów (2),Powiat szydłowiecki,MAZOWIECKIE,2019,2019-08-30,6933814
1430032,Mirów (2),Powiat szydłowiecki,MAZOWIECKIE,2020,2020-12-25,91821150
1430032,Mirów (2),Powiat szydłowiecki,MAZOWIECKIE,2021,2021-04-26,7484048
1430032,Mirów (2),Powiat szydłowiecki,MAZOWIECKIE,2022,2022-12-24,6754619
1430042,Orońsko (2),Powiat szydłowiecki,MAZOWIECKIE,2004,2004-03-31,7605117
1430042,Orońsko (2),Powiat szydłowiecki,MAZOWIECKIE,2005,2005-02-15,7392392
1430042,Orońsko (2),Powiat szydłowiecki,MAZOWIECKIE,2006,2006-12-15,402191
1430042,Orońsko (2),Powiat szydłowiecki,MAZOWIECKIE,2007,2007-11-14,44701055
1430042,Orońsko (2),Powiat szydłowiecki,MAZOWIECKIE,2008,2008-07-11,10750821
1430042,Orońsko (2),Powiat szydłowiecki,MAZOWIECKIE,2009,2009-05-16,11704206
1430042,Orońsko (2),Powiat szydłowiecki,MAZOWIECKIE,2010,2010-05-19,28986482
1430042,Orońsko (2),Powiat szydłowiecki,MAZOWIECKIE,2011,2011-06-07,219315
1430042,Orońsko (2),Powiat szydłowiecki,MAZOWIECKIE,2012,2012-02-04,16013502
1430042,Orońsko (2),Powiat szydłowiecki,MAZOWIECKIE,2013,2013-10-09,21602874
1430042,Orońsko (2),Powiat szydłowiecki,MAZOWIECKIE,2014,2014-10-03,24702437
1430042,Orońsko (2),Powiat szydłowiecki,MAZOWIECKIE,2015,2015-08-23,30369536
1430042,Orońsko (2),Powiat szydłowiecki,MAZOWIECKIE,2016,2016-03-27,15735530
1430042,Orońsko (2),Powiat szydłowiecki,MAZOWIECKIE,2017,2017-03-08,9239077
1430042,Orońsko (2),Powiat szydłowiecki,MAZOWIECKIE,2018,2018-09-30,41544707
1430042,Orońsko (2),Powiat szydłowiecki,MAZOWIECKIE,2019,2019-07-28,51949919
1430042,Orońsko (2),Powiat szydłowiecki,MAZOWIECKIE,2020,2020-05-05,40412117
1430042,Orońsko (2),Powiat szydłowiecki,MAZOWIECKIE,2021,2021-09-04,31862568
1430042,Orońsko (2),Powiat szydłowiecki,MAZOWIECKIE,2022,2022-04-21,4452512
1430053,Szydłowiec (3),Powiat szydłowiecki,MAZOWIECKIE,2004,2004-09-23,154394
1430053,Szydłowiec (3),Powiat szydłowiecki,MAZOWIECKIE,2005,2005-10-21,26840120
1430053,Szydłowiec (3),Powiat szydłowiecki,MAZOWIECKIE,2006,2006-05-15,1559278
1430053,Szydłowiec (3),Powiat szydłowiecki,MAZOWIECKIE,2007,2007-05-19,5288089
1430053,Szydłowiec (3),Powiat szydłowiecki,MAZOWIECKIE,2008,2008-12-03,1547720
1430053,Szydłowiec (3),Powiat szydłowiecki,MAZOWIECKIE,2009,2009-04-18,21570705
1430053,Szydłowiec (3),Powiat szydłowiecki,MAZOWIECKIE,2010,2010-12-28,13905966
1430053,Szydłowiec (3),Powiat szydłowiecki,MAZOWIECKIE,2011,2011-11-10,6180087
1430053,Szydłowiec (3),Powiat szydłowiecki,MAZOWIECKIE,2012,2012-12-12,45043130
1430053,Szydłowiec (3),Powiat szydłowiecki,MAZOWIECKIE,2013,2013-07-01,7471019
1430053,Szydłowiec (3),Powiat szydłowiecki,MAZOWIECKIE,2014,2014-10-01,6291104
1430053,Szydłowiec (3),Powiat szydłowiecki,MAZOWIECKIE,2015,2015-12-07,10358982
1430053,Szydłowiec (3),Powiat szydłowiecki,MAZOWIECKIE,2016,2016-12-18,960401
1430053,Szydłowiec (3),Powiat szydłowiecki,MAZOWIECKIE,2017,2017-05-17,545959
1430053,Szydłowiec (3),Powiat szydłowiecki,MAZOWIECKIE,2018,2018-10-07,11209373
1430053,Szydłowiec (3),Powiat szydłowiecki,MAZOWIECKIE,2019,2019-09-17,5540752
1430053,Szydłowiec (3),Powiat szydłowiecki,MAZOWIECKIE,2020,2020-01-06,3499644
1430053,Szydłowiec (3),Powiat szydłowiecki,MAZOWIECKIE,2021,2021-03-29,7796273
1430053,Szydłowiec (3),Powiat szydłowiecki,MAZOWIECKIE,2022,2022-09-23,23041020
1432013,Błonie (3),Powiat warszawski zachodni,MAZOWIECKIE,2004,2004-08-30,638784
1432013,Błonie (3),Powiat warszawski zachodni,MAZOWIECKIE,2005,2005-11-12,1109019
1432013,Błonie (3),Powiat warszawski zachodni,MAZOWIECKIE,2006,2006-12-28,10732258
1432013,Błonie (3),Powiat warszawski zachodni,MAZOWIECKIE,2007,2007-11-10,12656482
1432013,Błonie (3),Powiat warszawski zachodni,MAZOWIECKIE,2008,2008-06-15,2047142
1432013,Błonie (3),Powiat warszawski zachodni,MAZOWIECKIE,2009,2009-07-12,4356011
1432013,Błonie (3),Powiat warszawski zachodni,MAZOWIECKIE,2010,2010-01-27,11942779
1432013,Błonie (3),Powiat warszawski zachodni,MAZOWIECKIE,2011,2011-08-05,3502246
1432013,Błonie (3),Powiat warszawski zachodni,MAZOWIECKIE,2012,2012-09-21,2188283
1432013,Błonie (3),Powiat warszawski zachodni,MAZOWIECKIE,2013,2013-03-19,1445955
1432013,Błonie (3),Powiat warszawski zachodni,MAZOWIECKIE,2014,2014-08-04,16673164
1432013,Błonie (3),Powiat warszawski zachodni,MAZOWIECKIE,2015,2015-11-17,9966325
1432013,Błonie (3),Powiat warszawski zachodni,MAZOWIECKIE,2016,2016-05-14,6256256
1432013,Błonie (3),Powiat warszawski zachodni,MAZOWIECKIE,2017,2017-06-14,2171228
1432013,Błonie (3),Powiat warszawski zachodni,MAZOWIECKIE,2018,2018-03-23,33634012
1432013,Błonie (3),Powiat warszawski zachodni,MAZOWIECKIE,2019,2019-08-16,19550599
1432013,Błonie (3),Powiat warszawski zachodni,MAZOWIECKIE,2020,2020-12-12,21130995
1432013,Błonie (3),Powiat warszawski zachodni,MAZOWIECKIE,2021,2021-08-23,61149774
1432013,Błonie (3),Powiat warszawski zachodni,MAZOWIECKIE,2022,2022-01-31,5751436
1429011,Sokołów Podlaski (1),Powiat sokołowski,MAZOWIECKIE,2004,2004-08-11,4173415
1429011,Sokołów Podlaski (1),Powiat sokołowski,MAZOWIECKIE,2005,2005-02-27,3551897
1429011,Sokołów Podlaski (1),Powiat sokołowski,MAZOWIECKIE,2006,2006-12-22,6427431
1429011,Sokołów Podlaski (1),Powiat sokołowski,MAZOWIECKIE,2007,2007-10-27,28662016
1429011,Sokołów Podlaski (1),Powiat sokołowski,MAZOWIECKIE,2008,2008-04-24,880294
1429011,Sokołów Podlaski (1),Powiat sokołowski,MAZOWIECKIE,2009,2009-10-13,4895673
1429011,Sokołów Podlaski (1),Powiat sokołowski,MAZOWIECKIE,2010,2010-07-30,20514657
1429011,Sokołów Podlaski (1),Powiat sokołowski,MAZOWIECKIE,2011,2011-03-11,29468679
1429011,Sokołów Podlaski (1),Powiat sokołowski,MAZOWIECKIE,2012,2012-09-28,32045351
1429011,Sokołów Podlaski (1),Powiat sokołowski,MAZOWIECKIE,2013,2013-11-05,37105704
1429011,Sokołów Podlaski (1),Powiat sokołowski,MAZOWIECKIE,2014,2014-10-26,13367951
1429011,Sokołów Podlaski (1),Powiat sokołowski,MAZOWIECKIE,2015,2015-12-22,4278783
1429011,Sokołów Podlaski (1),Powiat sokołowski,MAZOWIECKIE,2016,2016-01-01,11441879
1429011,Sokołów Podlaski (1),Powiat sokołowski,MAZOWIECKIE,2017,2017-06-05,28962262
1429011,Sokołów Podlaski (1),Powiat sokołowski,MAZOWIECKIE,2018,2018-12-12,179800767
1429011,Sokołów Podlaski (1),Powiat sokołowski,MAZOWIECKIE,2019,2019-01-09,22031025
1429011,Sokołów Podlaski (1),Powiat sokołowski,MAZOWIECKIE,2020,2020-08-11,22493768
1429011,Sokołów Podlaski (1),Powiat sokołowski,MAZOWIECKIE,2021,2021-02-07,28613531
1429011,Sokołów Podlaski (1),Powiat sokołowski,MAZOWIECKIE,2022,2022-05-21,1361100
1208053,Miechów (3),Powiat miechowski,MAŁOPOLSKIE,2004,2004-11-05,1928395
1208053,Miechów (3),Powiat miechowski,MAŁOPOLSKIE,2005,2005-08-14,1427149
1208053,Miechów (3),Powiat miechowski,MAŁOPOLSKIE,2006,2006-01-07,4154750
1208053,Miechów (3),Powiat miechowski,MAŁOPOLSKIE,2007,2007-05-07,14419990
1208053,Miechów (3),Powiat miechowski,MAŁOPOLSKIE,2008,2008-04-08,1463307
1208053,Miechów (3),Powiat miechowski,MAŁOPOLSKIE,2009,2009-06-18,10191756
1208053,Miechów (3),Powiat miechowski,MAŁOPOLSKIE,2010,2010-02-22,6652969
1208053,Miechów (3),Powiat miechowski,MAŁOPOLSKIE,2011,2011-09-20,895129
1208053,Miechów (3),Powiat miechowski,MAŁOPOLSKIE,2012,2012-08-19,41280033
1208053,Miechów (3),Powiat miechowski,MAŁOPOLSKIE,2013,2013-04-26,4911808
1208053,Miechów (3),Powiat miechowski,MAŁOPOLSKIE,2014,2014-12-02,8581666
1208053,Miechów (3),Powiat miechowski,MAŁOPOLSKIE,2015,2015-01-06,2680163
1208053,Miechów (3),Powiat miechowski,MAŁOPOLSKIE,2016,2016-11-20,9096571
1208053,Miechów (3),Powiat miechowski,MAŁOPOLSKIE,2017,2017-03-16,2895893
1208053,Miechów (3),Powiat miechowski,MAŁOPOLSKIE,2018,2018-12-07,6133701
1208053,Miechów (3),Powiat miechowski,MAŁOPOLSKIE,2019,2019-04-23,12962462
1208053,Miechów (3),Powiat miechowski,MAŁOPOLSKIE,2020,2020-02-19,11019411
1208053,Miechów (3),Powiat miechowski,MAŁOPOLSKIE,2021,2021-10-09,76043983
1208053,Miechów (3),Powiat miechowski,MAŁOPOLSKIE,2022,2022-09-18,10843384
1430012,Chlewiska (2),Powiat szydłowiecki,MAZOWIECKIE,2004,2004-04-07,8994759
1430012,Chlewiska (2),Powiat szydłowiecki,MAZOWIECKIE,2005,2005-01-14,2020086
1430012,Chlewiska (2),Powiat szydłowiecki,MAZOWIECKIE,2006,2006-10-02,1196580
1430012,Chlewiska (2),Powiat szydłowiecki,MAZOWIECKIE,2007,2007-11-19,2719788
1430012,Chlewiska (2),Powiat szydłowiecki,MAZOWIECKIE,2008,2008-09-24,9793771
1430012,Chlewiska (2),Powiat szydłowiecki,MAZOWIECKIE,2009,2009-08-15,29784078
1430012,Chlewiska (2),Powiat szydłowiecki,MAZOWIECKIE,2010,2010-02-10,51952972
1430012,Chlewiska (2),Powiat szydłowiecki,MAZOWIECKIE,2011,2011-12-24,1056754
1430012,Chlewiska (2),Powiat szydłowiecki,MAZOWIECKIE,2012,2012-05-12,56341667
1430012,Chlewiska (2),Powiat szydłowiecki,MAZOWIECKIE,2013,2013-02-01,28890002
1430012,Chlewiska (2),Powiat szydłowiecki,MAZOWIECKIE,2014,2014-04-12,1873547
1430012,Chlewiska (2),Powiat szydłowiecki,MAZOWIECKIE,2015,2015-03-02,32214003
1430012,Chlewiska (2),Powiat szydłowiecki,MAZOWIECKIE,2016,2016-03-02,9821091
1430012,Chlewiska (2),Powiat szydłowiecki,MAZOWIECKIE,2017,2017-03-18,14054339
1430012,Chlewiska (2),Powiat szydłowiecki,MAZOWIECKIE,2018,2018-06-27,8834318
1430012,Chlewiska (2),Powiat szydłowiecki,MAZOWIECKIE,2019,2019-02-02,2165864
1430012,Chlewiska (2),Powiat szydłowiecki,MAZOWIECKIE,2020,2020-01-06,10603980
1430012,Chlewiska (2),Powiat szydłowiecki,MAZOWIECKIE,2021,2021-11-21,16063611
1430012,Chlewiska (2),Powiat szydłowiecki,MAZOWIECKIE,2022,2022-02-15,13785266
1208042,Książ Wielki (2),Powiat miechowski,MAŁOPOLSKIE,2004,2004-10-04,1274458
1208042,Książ Wielki (2),Powiat miechowski,MAŁOPOLSKIE,2005,2005-04-25,19678484
1208042,Książ Wielki (2),Powiat miechowski,MAŁOPOLSKIE,2006,2006-06-05,3056191
1208042,Książ Wielki (2),Powiat miechowski,MAŁOPOLSKIE,2007,2007-08-11,43632658
1208042,Książ Wielki (2),Powiat miechowski,MAŁOPOLSKIE,2008,2008-03-27,1576972
1208042,Książ Wielki (2),Powiat miechowski,MAŁOPOLSKIE,2009,2009-04-07,1261641
1208042,Książ Wielki (2),Powiat miechowski,MAŁOPOLSKIE,2010,2010-12-15,4496575
1208042,Książ Wielki (2),Powiat miechowski,MAŁOPOLSKIE,2011,2011-04-20,28227314
1208042,Książ Wielki (2),Powiat miechowski,MAŁOPOLSKIE,2012,2012-11-30,6269427
1208042,Książ Wielki (2),Powiat miechowski,MAŁOPOLSKIE,2013,2013-06-03,722852
1208042,Książ Wielki (2),Powiat miechowski,MAŁOPOLSKIE,2014,2014-04-27,3683655
